text_norm,sarcasm
ياويلكمنالثامنياذوباهان النصر الفريق الوحيد اللي تقدر تطقطق عليه قبل المباراه وبعد المباراه,False
اهلي محظوظين عندهم انا وربي شغال بريستا لهم ما امداني صحيت و شافو وجهي كلهم صارر يبون قهوه,False
هولاء ال سعود الصهاينه عدوين الاسلام والمسلمين يستاهلوء ستين صاروخ,False
الصبي اللي قاعد يلعب وسط خطبه الجمعه يمثلني,True
حزباللهلاول منذ سنين اتغيب عن حفل الاستقلال في سفاره لبنان ب لندنيؤلمني جدا ان الاحتلال الفعلي المسلح صار الان شرعيا ودستوريا,True
ندى قررت حكومه هشامقنديل زياده اسعار الغاز و الكهرباء و اليكم ردود الافعال عمرو اديب كل دى زياده,False
حزب الله يقاتل بعترافهم بسوريا علشان ويه الفقيه,False
كوبر يطلب تقريرا عناحمدالشيخ قبل اعلان قائمه امم افريقيا,False
بنكالتسليف تمويل لمشروع تمليك الشباب سيارات تصل قيمتها ل الف ريال للعمل بها في اوبر وكريم قريبا,False
ميريام فارس تشارك محبيها بفيديو جديد لمولودها,False
دلعونا نوال الزغبي عبر,False
فيه مثل عظيم في مصر بيقول الخلفه الوسخه بتجيب لاهلها التهزيق سامع يا سيسي,True
الانقلابي جورج اسحق يشكو من تعسف الانقلاب انت لسه شفت حاجه بكره تبكى بدل الدموع دم وتقول ولا يوم من ايامك يا مرسي,True
بالفيديو العماد ميشال عون يحقق امنيه شابه مصابه بالسرطان,False
مالا يعرفه البعضتنتج السعوديه اكثر من ٢٠٠الف رغيف خبز يومي، عبر اربعه افران متنقله؛ للاشقاء السوريين النازحين ع,False
قبضت كام من ساويرس كله في ال فسسسسسس,False
مين ذولي شسالفه,False
ولعل ما انفطر عليه قلبك يوما،لو عرض عليك اليوم لرفضته بملء القلب والفم,False
نزال الليله سوف يدخل فيه ترامب مجروحا ليس لديه ما يخسره اتوقع بيغامر وبيهاجم عائله كلنتون خصوصا فضيحه بيل هيلاري ذكيه سوف تتركه يدمر نفسه,True
يوسف الحسيني يفضح كذب قناه الجزيره ويكشف تمثيل الاخوان دور الموتي تحت اشراف الجزيره,False
ارامكو ابلغت الهيئه العامه للبترول مع بدايه الشهر الحالي بعدم قدرتها على امداد مصر بشحنات المواد البتروليه,False
لن يتحرك العالم الا اذا تحركنا ستتحرك الاممالمتحده يوم ان نجتاح المدن السعوديه كلنا الى الجبهات,False
ديربيالمرسيسايد بالتوفيق لزعيم بريطانيا ليفربول,False
لقد قامت الثوره وضحى الاف المصريين بحياتهم من اجل استعاده كرامه الانسان المصري داخل مصر وخارجها اين وزير الخارجيه اين عصام شرف,False
الجعفري يشن هجوما حادا على السفيرهالاميركيه لدى الاممالمتحده,False
لا اله الا انت سبحانك اني كنت من الظالمين,False
طلع كاسترو طرابلسي ونحنا مش عارفين,False
نافذهمصر البنك المركزي المصري يوقع اتفاقيه تبادل عملات بقيمه مليار يوان مع الصينمصرالتفاصيل,False
اعادت امازون تهيئه كلمات المرور للعديد من مستخدميها بعد تسرب قائمه على الانترنت تضم بريدا الكترونيا وكلمات مرور، و,False
لما خلصت عمليتي وكنت بحاله البنج والله العظيم الاهل والاصدقاء بيقولو بس تحكي نوال الزغبي احبج ويارب يجعل كل ايامج اسعد الايام,False
اداره مكتبه اسكندريه الوسخه فصلت عمرحاذق المعتقل في مظاهرات محاكمه قتله خالدسعيد الحريهللجدعان,True
بعيدا عن الهزار بقى وكده من كل قلبي باقولها لك ربنا يسعدك زي ما بتسعد الناسقلبي وربي راضيين عليك يا امردسلام عليكم,False
تعرفي على الوجه الجديد لبيت ازياء غوتشيعبر الرابط,False
في منتصف شرودك تصطادك موال حزين,False
افضلمباراهتنسشاهدتهافيدرر ضد نادال نهائي روما اعتقد انها اجمل مباراه فيها لمحات في تاريخهما,False
مقال رائع للصحفي احمد عايض عن كذبه اعتذار كيري ل هادي وكذبه متحدث واعلان الهدنه,False
فيمايخص الهدنهاعلنها كيري الخميس ظهرا ولم تتمورجع اعلنها التحالف السبت ولم تتموزاد اعلنها ولدالشيخ ولم تتمويطلع عسيري يقول لن تمدد,True
بريطانيا لا نرى في سيطره الاسد على حلب انتصارا,False
جسر جوي جديد لتهجير فلاشا اثيوبيا الى اسرائيل,False
الكشف عن شبكه برمجيه خبيثه تتلقى الاوامرعبر تويتر التفاصيل مع نايلهالصليبي,False
ودي البس عباءه الاخفاء حقه هاري بوتر واروح اعيش يوم مع اللي احبهم اشوف كيف يقضون يومهم واشوف ما وراء الكميرا,False
في بعض جامعتنا تحتفي بيوم اللغه العربيه واهي ٩٩٪ من التخصصات كلها باللغه الانجليزيهمثل الجامعه الالكترونيه,False
قيموا مواهبكم منصوت مهب انا اللي اقيمهبلايستيشنالسباحه تربيه حيواناتكره القدم الدراجه الرسم الطبخ الخط التصوير الحين انا وش اعرف اسوي في الحياه,False
بالفيديو قتلى المسلحين باحباط الجيشالسوري محاوله اعتدائهم على احدى النقاط العسكريه في منطقه اللجاه بريف درعا,False
فضيحه محطه قطار اسوان كليوم عمرواديب,False
احبك حبا لو يفيض يسيره جوهره محمد بن ابي اميه,False
ان شاء الله الكاس اهلاويه الكاسيااهلي,False
تالله انها لا تساوي شيء من نظارتي غوتشي,False
تشغيل تجريبي لنافوره الرقصه بحديقه الاوبرا بالكويت خبرعاجل الكويت نافوره اوبر,False
لا احا بجد يا سيسي موصلتش لكده,True
المراجعه اللي نزلت حقت هجوم العمالقه ماعرفت اطلعها، فيه احد شافها؟ ووين؟,False
ما تغيب كثير عنا ؛ غيبتك عم تقتلنا حبيب القلب توحشتك بزاف راميعياش اميرالليل,False
وين مافي اسم اليسا بيحشرو حالهم,False
هولاند قرار مجلسالامن يجب ان يتبنى وقف اطلاق نار في حلب فرنسا,False
الاقتصاد استراليا و فرنسا ستوقعان صفقه غواصات باكثر من مليار دولار غدا,False
هو كل رئيس عرص يحكم مصر يتشطر علي الجزائر ؟ مره بحجه الكوره ودلوقتي بحجه الارهاب ؟ انتخبواالعرص العرصيغرد,True
ممكن انحب اي انسان الا اليسا منحبش امها بكل بشدوقها الي اتقول كلب,True
موقع لمعرفه جميع الاوامر الصوتيه في غوغل ناو,False
تطبيق خرائط غوغل للايفون برابط مباشر السعوديه قطر,False
عائشهحارب تشارك مدار تجربتها المميزه في التطوع,False
اعجبني رايكوان رفضت التعميم سلبا اتفق معك ان موروث مصر الحضاري هو نواه مشروع الوسط للبناء عليه,False
لن تصبحي جستن بيبر,True
مستوطنون مسلحون يتجولون برفقه قوات الاحتلال في البلده القذيمه لمدينه الخليل يوم امس,False
شقيق قيادي في جبهه النصره هو احد اطراف البازار على حلب,False
وظني بك يارب ظنا جميلا جمعهمباركه,False
مطلوب موظفين للرد على رسائل العيد يكون حاصل على شهاده في الشريعه الاسلاميه,False
يحز بخاطري بس اسكت واكلزق,False
رامي عياش و جميع المتسابقات,False
مكياجعيون على طريقه بيونسيه,False
الاكتفاء بالتلويح بورقه الحسم العسكري في تعز، كلما زاد المجتمع الدولي من ضغوطه، يؤكد ان امد الصراع سيطول اكثر في اليمناليمنسينتصر,False
الاسئله التي هربنا منها ايام المجلس العسكري لا زالت تطاردنا وستظل الى ان نواجهها ونجيب عليها,False
تطبيق لاضافه اساليب فنيه على الكاميرا لاجهزه ايفونتطبيقات ايفون,False
يارب عونك ونصرك ورحمتك قبل كل شيء لسكان حلب ،، يارب ارحم ضعف صغيرهم وشيبه كبيرهم وفجع الثكالى والمقهورين,False
ملاك جميل في حلب خرج حيا من تحت الركام الذي خلفته قوات الاحتلال الروسي الصديقاه من يوم يغضب فيه الجبارويسالنا عن خذ,False
اذا كنا بنقول انه رحمه للعالمين طب لما تقتل الناس اللي عقيدتها مش عجباك و تشتم الباقي فضل مين من العالمين؟,False
المانيا تستضيف بطوله العالم للزلاجات بدلا من روسيا,False
بالفيديو مشاجره في عزاء محمودعبدالعزيز بسبب عادلامام,False
على فكره ويكيبديا العربيه لديهم صفحه عن السخريه اكثر الناس بعدا عن السخريه الذي يحاول ان يفهمها,False
يكفي في الغرب انك لا تسمع او ترى امريكيا او فرنسيا يقول عن اوباما واولاند قائد مسيرتنا وزعيم نهضتنا وحكمه قيادتنا ووالد ام,False
اختي ملاك امي معاها ايفون ٤ ودي اشتري لها ايفون ٧ ودي افرحها ولا اذا تبيني اصور لك الايفون حقها ابشري,False
ارمله جاده عاطفيه حنونه تبحث عن زوج جاد,False
نعم هي صوت جبهه النصره بحلب اللي تنتفض لنصرتهم,False
سايب صاحبك يهزر معاك و يشتمك بامك ؟ معلش اصلها فكرت نفسها جابت راجل طلع سيكوسيكو,True
زمن بتنباع فيه الكاندي كرش ب ٧ فاصله ٦ مليون دولار شو بدكم احلى من هيك انسانيه مفارقه,False
العرب القطريه خطاب الوداع الذي لم يقله باراك اوباما,False
اللواء كاملالوزير في مداخله مع عمرواديب بتكليف من الرئيس السيسي بعد نشر صور لمحطه قطار اسوانستتولى القوات الم,False
اخي انا مش فاضي، هلا بحكيلك البطرك يعمدك و تصير ماروني و تعمل رئيس ع كن يوم بطلحداماروني,False
نيويورك بوستقدمنا هديتين لايران الاولى سماح اوباما لطهران ببناء صواريخ نوويه والثانيه رفع العقوبات عن البنوك التي تمول تلك,False
جوجل بلاي مقموص,True
الاستغطيه البرنابيوفلورنتينو يفي بوعده منذ انتخابات ٢٠٠٤ريالمدريد الليغا,False
مشربتش من نيلها؟ طب جربت تغنيلها؟ جربت فعز ما تحزن تحاول تولد فامريكا عشان الواد ياخد الجنسيه؟ شيرين نفاق,True
نتدخل لاجراء كافه التعديلات التي تطلب على اي عمل اكاديميللتواصل واتس لاعبيتمتعبااخلاقعاليه,False
الاحمري المتجنس في قطر يستمر في تحريض الفتنه في مصر، ويشبه قواتها الباسله بجيش الاحتلال الفرنسي,True
الفقعان انطلاق المرحله الثانيه لمشروع تركيب العوازل لمخميات النازحين السوريين في لبنان,False
تطاول اردوغان على العبادي هي ليست اهانه لل العبادي فحسب بل اهانه للعراقلان العبادييمثلالعراق شئنا ام ابيناتوح,False
شبكهاخبارالمعارك اطفال اصيبوا نتيجه الغارات الروسيه على مدينه حلب صباح اليومحسبنا الله ونعم والوكيل,True
بوبديلان يغني في السويد هل يستغل الفرصه لاستلام جائزته؟,False
اغتيالالشيخنادرالعمراني نادرالعمراني ليبيا الصوت بالاعلى,False
مشكله اليسار مش اللي قاله العريان مشكلته ان رغم كونه الفصيل الاكثر فاعليه ونضاليه في الثوره المصريه لم يستطع طرح شكل,False
بوابهالعاصمه الرئيسالصينى نعمل لضمان نمو العلاقات مع الولاياتالمتحده,False
يحل ف شرع مين يا امه الاسلام,False
المبعوث الصيني الى سوريا من بيت الوسط لضرب المنظمات الارهابيه بيد من حديد,False
كنت ادور على هاري بوتر ولقطت,False
بيونسيه,False
بوكيمون جو تتحدى الالعاب الاولمبيه الاخبارالتقنيه,False
لن تكسب قلوب الناس الا بعفويتك فلا تتصنع ،،نصيحهاليوم,False
اصدقائى لاتنظروا للوراء وانسوا التجربه الاخوانيه بما لها وعليها لنبدا مرحله جديده لمصر بيد واحده نبنى ونعمر والكل يشارك,False
افضل تطبيق من نوعه لشحن الرصيد والمزيد من الخدمات مهرجانالقاهرهالسينمايي,False
القنوات السوريه تبث مباشره وعلي الهواء صور الاف النازحين السوريين وعيالهم لانري اعدامات ولا جثث ولا قتل كما تروج الجزيره واخواتها جربوا,False
المجد لله ثم لك انت ياشهيد جيكا سيدوزه,False
ولو قصفت طائراتهم واضافوا عشرين دوله معهم لن يغيروا مجرى التاريخ ولن يفلتوا من الانتقام والثار اليمني طال الزمن او قصر اليمن السعوديه,False
زعلانيين على التصويت المصري ضد الارهاب يعنى تبونهم يحاربون الارهاب في سيناء ويايدونه في سوريا هذا منطق الاع,True
الجزيره مباشر مصر حمدي زوبه ينافس باسم يوسف لكن بثقل دممع السنيد سليم عزوز و شاهد ما شافش حاجه حسين عبد الفتاح اللى اختشوا ماتوا,False
زياره رجب طيب اردوغان الى ايران ودعم اقتصادهم ب مليار دولار,False
الاحتلال يبدا في تفعيل قراره الجائر ويفرض اول غرامه ماليه على رفع الاذان ب القدس فلسطينلنتسكتالماذن,False
ناديننسيبنجيم بتستاهلي لانك فعلاافضل ممثله لامانه انا بحبك وبحب ثمتيلك,False
اسطوره التنس روجر فيدرر وصاحب لقب منها جراند سلام اسطوره,False
السعوديه تبدا الثلاثاء مباحثات بشان اول عمليه اقتراض السعوديه انها ستبدا الثلاثاء مباحثات مع مستثمرين محتم,False
لينك ال ده مدلس والكلام كان من كام شهر وخبراء فرنسيين الي اعلنوا انا متذكره,False
بمناسبه انتخابات الرئاسه الامريكيه معظم الناس كارهين دونالد ترامب,False
تجاهل الاعلام الحقير لضحايا معديه قنا الذين غرقوا فى النيل يكشف انهيار الحق لو ايام مرسي كانت الولوله والدموع للركب مش كده يا منى,True
تركيا تنفي عقد صفقه مع روسيا بشان حلب,False
قصدق حلف الناتو او الاطلسي هههه,True
كيف يحشد الرئيس مرسي الجماهير لاسقاط الاعلان الدستوري فيهتفون يسقط حكم العسكر ثم يشيد الرئيس اليوم بالدور الرائع للمجلس العسكريتناقض مؤسف,True
نقطه اخيره قانون التظاهر الذي يحتاج الي اعاده النظر في عقوباته كما يقول الببلاوي اصدره هو في عهده وبنفسه ارائيتم كيف وصل العبث بعقولنا؟,True
عاجل انهاء عمل اشخاص من السفاره الاردنيه بواشنطن انهاء عمل مجموعه اشخاص مبتعثين للدراسه ب واشنطنالاردنحارتنا,False
جامعه هارفارد تعتبر مقر للسواح، اتوقع نسوا عن مقر عليشه لجامعه الملك سعود في الرياض,False
كل فكره ابداعيه يقابلها الناس بثلاثه مراحل ثم مقاومه ثم تقليد اعد قراتها,False
حاكم ولايه كاليفورنيا السابق يتراجع عن دعم المرشح دونالد ترامب,False
اعرفوهم انقلابمصر يسقطحكمالعسكر الداخليهبلطجيه الحريه لنور الدين محمود سنه الدقهليه طالب بالثانوي الازهري,True
كنها نغمه رينمبوو رينبمبو,False
رحب لك رحب ، وارحبوا ع الحاصل حاسس ان كيري معه مترجم بيفهمه كل شي بالعكس,True
الامور واضحه ومكشوفه تاسيس حزب الله جديد في الجزيره العربيه ومقره اليمن يمثله الحوثي اهذا يخفى على السياسيين,False
افضل تطبيقات اندرويد لهذا الاسبوع,False
قنديل لالسيسى عليك تقديم برنامجك الانتخابى وعدم التعالى على الجماهير اخبارمصر الفجر,False
مدينه يعشقهاالسياح لوجود اعلى قمه بن نفيس ايضا قطار هاري بوتر وتلفريك ليست مدينه تسوق طبيعه ساحره سكانها ودودين بسطاء,False
يمدحون غوغل يقولون مايخش شي,False
الى كل من اذاني ااماذا كسبت الا المرض والالم والوجع لان لن تناطحني ولن تؤذيني انما ناطحت نفسك واذيتهافقط اكتفيت بالله وكيلا وكفاني فيكم فحسبي ربي ونعم الوكيل,False
والد جيكا هو اللى كان داخل مع حمدرين يوم تسليم التوكيلات واحدمننا,False
بيب ميسي افضل لاعب في تاريخ دوري الابطال و لا يوجد من هو افضل منه و يلوموني فيك,False
بل هو العقل لان اسفل النعل ملئ بالقاذورات و القذاره فكيف تكون طاهرا اذا مسحت اسفله بعد مشيك في مكان نجس,False
اسرائيل تستعد ل الغفران ورام الله تعيد المستقيلين,False
الكلاب اوفياء رجاء عدم اهانتهم,False
وزراء الخارجيه والدفاع بايران وروسيا وتركيا يبحثون في موسكو غدا الاوضاع في حلباعلن المتحدث باسم,False
اجابه السؤال الثاني الرياءصاحبه الاجابه الصحيحه مباركالسؤال الثالث بعد قليل ولا يحتاج جوجل سؤالوجواب,False
اللي اعرفه يقدر فيدرر على نادال,False
ليه البنت اللى تحب فى مجتمعنا بيعاملوها انها عملت جريمه وبتبقا بنت مش محترمه,False
خطا فادح لطفل صغير يكلف شركه غوغل الف دولار,False
ويندوز بمساحه تخزينيه اقل من انظمه مايكروسوفت السابقه,False
سي بي سيابراهيممحلب يشارك باحتفاليه تنزانيا اليوم بمناسبه العيد الخمسين للوحدهنيابه عن الرئيس عدليمنصور,False
الحياهجميله عندما تستخدم ادوات السعاده بها الامل والفالالحسن و الايجابيه و الايمان بقضاء الله وقدره خيره وشره,False
ابل وسامسونج وجها لوجه في المحكمه العليا لوضع حد لنزاع براءات الاختراع,False
كل كلامك عن ليبيا كذب في كذبوتمدح عبيد الناتو والامريكان هناكوتعيب على بلدك التعاون مع الغربعجبا لتناقضك وانت تزعم الانصاف,True
مره عامل نظافه طلبني اشتري له فطور بس اعتذرت منه لان ما في احد يصورنا,False
ستولتنبرغ الناتو يقدم دعما سياسيا لاوكرانيا ويواصل العمل على وحده اراضيها مباشر تركيا اوكرانيا,False
دي كانت سنه بغض النظر انها سوده فوق دماغه بس ضحكنا ضحك السنيين على كميه النكت اللي كانوا بيقلوها,False
الدنيا اشبه بساحه معركه فمنه من يخرج كسبان ومنه من يخرج مهزومالمكسب هو رضا الله,False
موسكو ستطلب من الناتو ردودا بناءه,False
وبلا ما يضهرو معن نحن اصلا شبابنا ربعن ماتو بالحرب و ربعن احتياط و ربعن ع شاكله ريكي مارتن هالربع البقيان يتركولنا ياهن,False
نفسكفىايهفىالجنه ؟ ارتاح بدون نوم اكل بدون هم اضحك بدون نهايه ابي احط اول رجل فيها اقول هذا الحلم المنت,False
تبقت ساعه وعشر دقائق على المناظره الرئاسيه الثانيه بين دونالد ترامب وهيلاري كلينتون,False
يعني واحد ما بيعرفش يقرا اليس من الهراء والعبث ان تاخذ رايه في كتاب دون ادنى مجهود لشرحه له؟ خاصه لو هياثر على حياته وحياتي انا كمان,True
كفيت ووفيت في خدمه ناديك اليوم كلنا معاك قلب وروووووح الله يسعدكمعاكياالحلافي,False
ويندوز بيعمل تقريبا كل حاجه بمزاجه والموضوع مخيف,True
ندعو الشباب المؤمن بمبادئ الوسط والراغب في المشاركه الفعاله للتواصل معنا واستكمال الاستماره المرفقه,False
هتحبكلو احترمتها فى وجودها او غيابها,False
لدرجه يقولك من كثر ما يبدعون في تمثيل لهم وجهه يسالونك ليه خرجتي من القروب ليه ما تردين ليه وليه ياخي انتم من اي كوكب لدرجه حتى درجاتي حاسديني عليهاا انتي م تستاهلين وانتي وانتي طيب تعبت على نفسي محافظه على مستوايه ياخي انتمم انا كل مرا انصدم واعدي واعدي واعدي الين متى يعني ؟,False
الكذاب بشار الاسد لم ارتكب اي فظاعات والشعب يؤيدني وانا لست سوبرمان فيديو,True
يقول مدرب منتخبنالو خسرت السعوديه من اليابان وفزنا على العراق بنتعادل في النقاط ممكن رغم ان السعوديه ونحن ك,False
كلمه دونالدترامب مرشح الحزب الجمهوري في اطار حملته الدعائيه للانتخابات الرئاسيه الامريكيهامريكا,False
توماسوف لاعب كبير وكان افضل لاعب في كرواتيا الموسم الماضي لاتحكموا على مستواه مع النصر البيئه سيئه جدا لو جبتو ميسي بيتحو,False
منتزهات ترفيهيه في موقع واحد قرب برشلونه العاب مائيه، عالم فيراري وملاهي,False
حكومه مصر توافق على ترخيص قناه تنصيريه بينما تغلق قناه اسلاميه التنصير احسن من الاخوان,True
كل من يظن انه ربما يكون مرصود الحيطه و الحذر و عدم المبيت في المنزل اليوم شارك انشر حذر,False
كيف تفكر روسيا سياسيا وعسكريا في سوريا؟ روسياواميركا,False
قائمه ابدا الصغيره الجديده في ويندوز نسخه,False
رئيس يطبق الشريعه دون ان يكون مسلما ولايسير في مواكب مصفحه ولا يكذب على الناس بحركات استعراضيه ويفتح قصره للفقراء,False
اللهم كن لاخواننا في العراق و سوريا و بورما و اليمن و فلسطين وسائر بلاد المسلمين اللهم اعز الاسلام والمسلمين واذل الشرك والمشركين,False
قسم جبران تويني نقسم بالله العظيم، مسلمين ومسيحيين، ان نبقى موحدين، الى ابد الابدين، دفاعا عن لبنانواليوم مصر و س,False
لعنت الله عليك يسفاح الشام يقاتل شعبه انت وسفاح الروس بوتن الله يورينا فيكم عزايم قدرته,False
علي معلول حط الزغلول,False
سوريا مقالهالمجتمعالدولي يوافق متاخرا على ارسال مراقبيندوليين لشرق حلب,False
ميسي مبروك يا صديقي والى اللقاء في روسيا,False
هما لغوا خاصيه في تحديثات فيسبوك ماسينجر الجديده عند كل الناس؟ ولا ده غباء من الابليكيشن اللي معايا بس ولا ايه اللي بيحصل؟,True
الممثل الامريكي المشهور روبرت دي نيرو الي كلكم تعرفونه بفلم العرابيهاجم دونالد ترامب بشراسه ويقول عنه كلب وخنزير و,True
جستن بيبر خف علينا,False
انورمالك ايران تشعل حروب طائفيه تمزق الاوطان بسبب صمت العرببغدادبوست العراق ايران,False
اسلام عليڪمنمستي سنڌجيٻيٽنتيقبضونامنظور,False
مصر السيسي تنتكس وتعود للعصر الحجري وحكم الغاب يحزنني حال الذين يدعمون هذه الهمجيه والنازيه الجديده مرسي السعوديه,False
بالله عليكبعد كل يللي صار و انكشاف حجم تامر المجتمع الدولي و حمايته للنظام و اجرامه حضرتك مقتنع بعدل هالمجتمع,False
لا هذا لا يجوز الذات الالهيه حد لا نسمح بان يتجاوز هم الهتهم عادي نستهزا فيهم لانهم كفار,False
اللهم عجل بالصييف امين,False
ربي لا تحرم امي من الجنه فهي لم تحرمني شيئا في الدنيا,False
حب البلد بيعيش لما يموت الجوع حمزهنمره مهما كلت وشبعت برضو مش بحبها,True
والله اني قاري في غوغل انه حلال,False
الخاطره الثالثه اقرار موضوع كفاءه النسب وتبريره شرعا يعطي مستمسكا لمن اراد الطعن على الاسلام بحيث يكون احد الشبهات للتنفير,False
مباراه كره قدم بين كوريا و ايرانتم وضع لافته في مكان بارزمن هو الحسينليقوم الكوريين بالبحث عن الاسلام الرافضيوالت,False
انا كان ودي افووز م ابغى مبلغ ابغى ايفووون,False
نقسم بالله العظيم مسلمين ومسيحيين ان نبقى موحدين دفاعا عن لبنان العظيم عشتم وعاش لبنان جبران تويني اذار,False
رغم ان الصحافه رساله الا ان فيه صفحات كامله بتتكلم عن صافيناز سماالمصري حلاوهروح ودي كارثه,True
يعتدون على خالد داود صائحين يا بتاع جبهه الانقاذ يا كافر،فليصمت زياد بهاء الدين و رفاقه عن حديث المصالحه و الا سنرد عليهم بحديث الاصابع مصر,True
قيومجيان في ذكرى استشهاد جبران تويني يموت في وجعنا لكنه يحيا ابدا في نور عظيم يقهر الظلم,False
قحبه دعاره سالب متزوجه زبكبير العراق الرباط فلسطين جده,True
ومن اياته يريكم البرق خوفا وطمعا وينزل من السماء ماء فيحي به الارض بعد موتها ان فى ذلك لايات لقوم يعقلون الروم,False
ابل تكسب معركه قضائيه ضد سامسونغ ابل فوزا غير متوقع على سامسونغ، مع اعاده محكمه استئناف امريكيه فرض,False
الناس اللى بتاكل زبادى و بتشرب رايب ف السحور و الناس التانيه اللى بتتسحر حبنه رومى اخوانكو ف بيطرى بيذاكرو الكلام ده,False
اتفرج بالصور وصول ابطال فيلم يوم للستات لحضور مهرجانالقاهرهالسينمائي,False
حتي غوغل شاهد,False
كنائس القدس ترفع الاذان ردا على قرار منع الاذان شكرا يا اتباع نبينا عيسى عليه السلام,False
ثمه شعله حنين مشتعله في جوفي حرقت كبريائي حتى الرماد ومزجته في كوب زجاج شفاف وسكبته على ازهار الذكرى حتى ارتوت وينعت اعترا,False
تحميل كتاب باراك اوباما احلام من ابي لكاتبه باراك اوباما ن هذا الرابط,False
يخرب بيت متعتك يا انيستا ،كيف يوازن الوسط ويهدي ويسرع رتم المباراه على كيفه,False
مقدسااتنا اخواننا العرب ينادوننا هل ننتظر الضمير العالمي واين هو الضمير العالمي ؟اهذه هيا عروبتنا ؟ القدس,False
واحشني قوي و انا مقصر معاك عندك حق كلم شادي و الشباب و خلينا نتقابل يوم الجمعه و العشاء عليا,False
اخر تحديثرادار البروق وطقس العرب فريقطقسالمدينهمروان الردادي,False
عاجل بوتين اتفقنا على تخفيض اسعار الغاز الطبيعي المصدر الى تركيا، وخطه الرئيس اردوغان لتحويل تركيا الى ممر دولي للطاقه,False
قيل لاعرابي اتحسن ان تدعو ربك ؟فقال نعم ، قيل فادع، ،فقال اللهم اعطيتنا الاسلام من غير ان نسالك ،فلا تحرمنا الجنه ونح,False
الوطن العزل والرئاسه عمرو حمزاوي,False
شاركوا معانافى الهاشتاج ده محبيحازمعبدالعظيمضدالخونه عايزينه تريند ريتويت جيشتويتر سانتخبالسيسي باسمطلعحرامى ا,False
نجم بروسيا دورتموند عثمان ديمبلي يعرب عن رغبته في اللعب في برشلونه,False
السعوودياتمرهلاتساعات نسائيه ماركه غوتشي،مع الاساور والخواتم وكرت الضمان فقط ب ريال,False
والله انهم حسنه الحفل ذا والله,False
عاجل عمروموسى الامين العام الاسبق لجامعه الدول العربيه الجامعهالعربيه فشلت سياسيا ولا استثني احدا من مسئولي,False
وفكيت لك باب عن الناس سكرته، اظن يكفي,False
واشنطنافتعلت١١سبتمبر اتوقع دي المفروض تحاسب عليها هيلاري كلنتون دعمت القاعده في افغنستان ضد الاتحاد سوفيتي,False
عاش محمد مرسي مفجر ثوره ديسمبر وحفظ الله الغباء صديق السياسيين الفشله الوحيد ورحم الله الشهداء السابقين واللاحقين,True
الولد اللي بيقبل يتشتم ب امه حتى لو هزار و يقلب الدنيا لو حد جاب اسم صاحبته بس استرجل كده عشان امك اللي بقيالك و تعبت عشانك,True
كل يوم الاثنين ديسمبر الجزء الثانيكليوم عمرواديب,False
قلو عيونو مش فجاه بينتسوو ضحكات عيونو ثابتين مابينقصو فيروز,False
قبل ان يسدل اسبوعالموضه ستاره، انتقت النجمه انسامبل بغايه الاناقه من ، ما رايك باطلالتها؟,False
فقط مد اليد والدمج في اطار القانون والسلميه والامتناع عن التوظيف الزائف للدين هي المضامين التي ستمكننا من الدعوه الى مصالحه وطنيه حقيقيه,False
محبين البرنامج بيزيدوا,False
خدماتاعلانيهمتكامله بجميع مواقع التواصل تسويقاعلاناتحملاتاعلانيهفيسبوك غوغل انستغرام نشراعلانك قروباتوات,False
الحركه الاسلاميه رؤيه نقديهل محمد مختار الشنقيطي، عصام البشير ،راشد الغنوشيواخرونمتوفر في,False
احتفالات الجامعهالهاشميه بمئويه الثوره العربيه الكبرىضمن احتفالات المملكه بمئويه الثوره العربيه الكبرى رعى,False
مافيه اي عذر لمايكرو ويندوز معرب وفي الاكسبوكس لا عربوا فورزا كتسكيته لنا الى حصريات نزلت وماتعربت,False
صاير منتشر بشكل ويتفاخرون فيه امس شفت خبر عن المغني ريكي مارتن انه خطب واحد سويدي اعوذ بالله رونالدويعترفويفتخربالشذوذ,True
ستبقىحلب ستبقي حلب رغم انف كل العرب,True
تعترف و تفتخرافضحك في غوغل بلاس او لا,False
تهميش المثقفين والنساء والشباب والمجتمع المدني بتشكيل التاسيسيه وتغليب الحسابات الضيقه لبعض الاحزاب المدنيه لا يمكن ان يقبله الراي العام,False
اتمنى وبقوه وخاصه الصفوف الدنيا فالنساء افضل بطريقه التعامل مع الاطفال ماذالوالمدارسمختلطه,False
السيدات حجه وعائشه ومريم بنات احمد الشيخ من النساء اللواتي يمثلن المراه الرشيديه الاصيله الفاضله والكريمه فلهن كل معزه وتقديربقلمي,False
الله يخليك لي قد ما يبتسم قلبي معك,False
ايها الملحد، لو نمت وحلمت بان الاسلام سينتهي فعليك ان تصحو من نومك وتعتذر زواجمسلمهبملحد,True
نقلا عن شوفير التاكسي لا يجوز للمراه لعق البوظه لانه يعلمها قله الادب ويغري الذكور، فقلت له لا يجوز لها التنفس لانه يعلمها الغنج,True
المجتمع زي الرصيف وسخ و عايز يتكنس في ناس بتعرق عالرغيف و ناس بتعرق من التنس ديناالوديدي,True
رحتي لا جالسيين فالبيت ؟,False
روسيا تعتزم استخدام الفيتو ضد مشروع القرار الفرنسي حول حلب,False
بوكيمون,False
من شخصيات بوكيمون زتت مو جو,False
